Last update date,Town number,Town,Total cases ,Confirmed cases,Probable cases,Case rate,Total deaths,Confirmed deaths,Probable deaths,People tested,Rate tested per 100k,Number of tests,Number of positives,Number of negatives,Number of indeterminates
05/20/2020,87,Morris,15,,,663,0,,,59,2608,,,,
05/20/2020,88,Naugatuck,339,,,1083,25,,,1300,4155,,,,
05/20/2020,89,New Britain,825,,,1139,70,,,2709,3739,,,,
05/20/2020,90,New Canaan,164,,,811,29,,,870,4304,,,,
05/20/2020,91,New Fairfield,106,,,764,2,,,556,4007,,,,
05/20/2020,92,New Hartford,23,,,344,2,,,135,2019,,,,
05/20/2020,93,New Haven,2284,,,1751,92,,,8509,6524,,,,
05/20/2020,95,New London,136,,,505,3,,,1090,4046,,,,
05/20/2020,96,New Milford,257,,,953,20,,,1300,4819,,,,
05/20/2020,94,Newington,327,,,1086,45,,,1200,3985,,,,
05/20/2020,97,Newtown,201,,,724,21,,,1187,4274,,,,
05/20/2020,98,Norfolk,9,,,549,0,,,30,1829,,,,
05/20/2020,99,North Branford,80,,,565,4,,,500,3532,,,,
05/20/2020,100,North Canaan,5,,,154,1,,,70,2151,,,,
05/20/2020,101,North Haven,217,,,916,19,,,1089,4597,,,,
05/20/2020,102,North Stonington,10,,,191,1,,,173,3300,,,,
05/20/2020,103,Norwalk,1928,,,2165,119,,,5393,6056,,,,
05/20/2020,104,Norwich,83,,,212,3,,,1169,2987,,,,
05/20/2020,105,Old Lyme,16,,,217,1,,,238,3231,,,,
05/20/2020,106,Old Saybrook,32,,,317,0,,,301,2984,,,,
05/20/2020,107,Orange,113,,,810,6,,,583,4180,,,,
05/20/2020,108,Oxford,77,,,582,6,,,434,3281,,,,
05/20/2020,109,Plainfield,30,,,198,1,,,472,3111,,,,
05/20/2020,110,Plainville,133,,,755,17,,,630,3575,,,,
05/20/2020,111,Plymouth,64,,,550,1,,,349,2997,,,,
05/20/2020,112,Pomfret,13,,,309,0,,,113,2688,,,,
05/20/2020,113,Portland,56,,,602,15,,,242,2601,,,,
05/20/2020,114,Preston,10,,,216,0,,,197,4248,,,,
05/20/2020,115,Prospect,52,,,531,0,,,262,2676,,,,
05/20/2020,116,Putnam,24,,,255,1,,,299,3183,,,,
05/20/2020,117,Redding,68,,,745,8,,,323,3540,,,,
05/20/2020,118,Ridgefield,198,,,792,41,,,1278,5110,,,,
05/20/2020,119,Rocky Hill,364,,,1807,75,,,950,4716,,,,
05/20/2020,120,Roxbury,6,,,278,1,,,66,3056,,,,
05/20/2020,121,Salem,4,,,97,0,,,157,3808,,,,
05/20/2020,122,Salisbury,10,,,278,0,,,64,1779,,,,
05/20/2020,123,Scotland,0,,,0,0,,,15,890,,,,
05/20/2020,124,Seymour,210,,,1272,37,,,780,4725,,,,
05/20/2020,125,Sharon,32,,,1184,1,,,161,5956,,,,
05/20/2020,126,Shelton,530,,,1290,126,,,1748,4253,,,,
05/20/2020,127,Sherman,14,,,387,2,,,120,3320,,,,
05/20/2020,128,Simsbury,107,,,428,12,,,545,2182,,,,
05/20/2020,129,Somers,280,,,2584,4,,,864,7975,,,,
05/20/2020,132,South Windsor,133,,,510,28,,,604,2318,,,,
05/20/2020,130,Southbury,158,,,804,31,,,1235,6283,,,,
05/20/2020,131,Southington,285,,,651,25,,,1346,3073,,,,
05/20/2020,133,Sprague,3,,,104,0,,,122,4223,,,,
05/20/2020,134,Stafford,94,,,791,17,,,317,2667,,,,
05/20/2020,135,Stamford,3051,,,2351,180,,,7559,5825,,,,
05/20/2020,136,Sterling,2,,,53,0,,,76,2011,,,,
05/20/2020,137,Stonington,30,,,163,2,,,693,3756,,,,
05/20/2020,138,Stratford,737,,,1418,66,,,2692,5180,,,,
05/20/2020,139,Suffield,111,,,705,18,,,320,2033,,,,
05/20/2020,140,Thomaston,52,,,688,0,,,232,3069,,,,
05/20/2020,141,Thompson,29,,,309,2,,,200,2129,,,,
05/20/2020,142,Tolland,47,,,321,4,,,286,1952,,,,
05/20/2020,143,Torrington,458,,,1338,76,,,1431,4181,,,,
05/20/2020,144,Trumbull,495,,,1383,95,,,1571,4388,,,,
05/20/2020,145,Union,4,,,476,0,,,14,1667,,,,
05/20/2020,146,Vernon,170,,,580,18,,,790,2696,,,,
05/20/2020,147,Voluntown,9,,,355,1,,,79,3116,,,,
05/20/2020,148,Wallingford,409,,,918,55,,,1871,4201,,,,
05/20/2020,149,Warren,4,,,286,0,,,14,1001,,,,
05/20/2020,150,Washington,19,,,553,2,,,221,6436,,,,
05/20/2020,151,Waterbury,1775,,,1642,146,,,4836,4474,,,,
05/20/2020,152,Waterford,148,,,784,17,,,952,5041,,,,
05/20/2020,153,Watertown,136,,,628,6,,,713,3295,,,,
05/20/2020,155,West Hartford,520,,,826,88,,,1942,3086,,,,
05/20/2020,156,West Haven,986,,,1797,60,,,3386,6170,,,,
05/20/2020,154,Westbrook,23,,,333,1,,,201,2907,,,,
05/20/2020,157,Weston,61,,,595,1,,,407,3972,,,,
05/20/2020,158,Westport,273,,,971,21,,,1350,4802,,,,
05/20/2020,159,Wethersfield,229,,,878,9,,,833,3194,,,,
05/20/2020,160,Willington,11,,,187,0,,,97,1648,,,,
05/20/2020,161,Wilton,199,,,1082,36,,,739,4017,,,,
05/20/2020,162,Winchester,50,,,469,3,,,303,2844,,,,
05/20/2020,163,Windham,144,,,583,10,,,597,2416,,,,
05/20/2020,164,Windsor,495,,,1721,93,,,1080,3755,,,,
05/20/2020,165,Windsor Locks,97,,,753,16,,,357,2773,,,,
05/20/2020,166,Wolcott,93,,,559,8,,,451,2709,,,,
05/20/2020,167,Woodbridge,125,,,1420,28,,,417,4736,,,,
05/20/2020,168,Woodbury,40,,,419,2,,,299,3135,,,,
05/20/2020,169,Woodstock,13,,,165,0,,,182,2315,,,,
05/21/2020,1,Andover,10,,,310,0,,,66,2043,,,,
05/21/2020,2,Ansonia,248,,,1325,5,,,955,5101,,,,
05/21/2020,3,Ashford,15,,,352,0,,,95,2230,,,,
05/21/2020,4,Avon,106,,,579,17,,,467,2552,,,,
05/21/2020,5,Barkhamsted,24,,,662,0,,,91,2511,,,,
05/21/2020,6,Beacon Falls,45,,,728,0,,,217,3510,,,,
05/21/2020,7,Berlin,137,,,671,16,,,633,3098,,,,
05/21/2020,8,Bethany,30,,,548,0,,,213,3888,,,,
05/21/2020,9,Bethel,242,,,1228,23,,,1098,5570,,,,
05/21/2020,10,Bethlehem,10,,,292,1,,,91,2659,,,,
05/21/2020,11,Bloomfield,439,,,2061,76,,,1100,5164,,,,
05/21/2020,12,Bolton,19,,,389,3,,,96,1963,,,,
05/21/2020,13,Bozrah,8,,,315,0,,,81,3193,,,,
05/21/2020,14,Branford,314,,,1121,39,,,1501,5360,,,,
05/21/2020,15,Bridgeport,3099,,,2139,141,,,8909,6148,,,,
05/21/2020,16,Bridgewater,6,,,366,0,,,62,3778,,,,
05/21/2020,17,Bristol,516,,,860,66,,,2216,3691,,,,
05/21/2020,18,Brookfield,151,,,888,7,,,841,4946,,,,
05/21/2020,19,Brooklyn,19,,,229,0,,,225,2717,,,,
05/21/2020,20,Burlington,21,,,217,1,,,209,2162,,,,
05/21/2020,21,Canaan,0,,,0,0,,,20,1896,,,,
05/21/2020,22,Canterbury,11,,,216,0,,,139,2725,,,,
05/21/2020,23,Canton,78,,,759,24,,,252,2454,,,,
05/21/2020,24,Chaplin,3,,,133,0,,,58,2571,,,,
05/21/2020,25,Cheshire,172,,,589,22,,,952,3263,,,,
05/21/2020,26,Chester,46,,,1088,12,,,132,3121,,,,
05/21/2020,27,Clinton,50,,,386,2,,,414,3197,,,,
05/21/2020,28,Colchester,32,,,201,1,,,534,3351,,,,
05/21/2020,29,Colebrook,2,,,142,0,,,25,1779,,,,
05/21/2020,30,Columbia,19,,,353,0,,,127,2358,,,,
05/21/2020,31,Cornwall,4,,,292,0,,,52,3801,,,,
05/21/2020,32,Coventry,37,,,298,1,,,261,2102,,,,
05/21/2020,33,Cromwell,99,,,712,21,,,451,3243,,,,
05/21/2020,34,Danbury,1660,,,1959,110,,,4930,5818,,,,
05/21/2020,35,Darien,202,,,929,6,,,1018,4680,,,,
05/21/2020,36,Deep River,8,,,179,0,,,115,2577,,,,
05/21/2020,37,Derby,136,,,1087,2,,,664,5306,,,,
05/21/2020,38,Durham,29,,,403,2,,,228,3169,,,,
05/21/2020,40,East Granby,8,,,155,0,,,89,1729,,,,
05/21/2020,41,East Haddam,12,,,134,1,,,179,1992,,,,
05/21/2020,42,East Hampton,40,,,311,3,,,325,2528,,,,
05/21/2020,43,East Hartford,714,,,1428,81,,,1996,3992,,,,
05/21/2020,44,East Haven,375,,,1307,34,,,1710,5958,,,,
05/21/2020,45,East Lyme,126,,,676,22,,,820,4398,,,,
05/21/2020,47,East Windsor,140,,,1231,25,,,437,3842,,,,
05/21/2020,39,Eastford,8,,,447,0,,,38,2123,,,,
05/21/2020,46,Easton,31,,,412,1,,,241,3206,,,,
05/21/2020,48,Ellington,55,,,337,4,,,345,2117,,,,
05/21/2020,49,Enfield,409,,,920,23,,,1368,3077,,,,
05/21/2020,50,Essex,20,,,300,1,,,176,2637,,,,
05/21/2020,51,Fairfield,548,,,885,103,,,2071,3343,,,,
05/21/2020,52,Farmington,188,,,737,31,,,729,2858,,,,
05/21/2020,53,Franklin,3,,,155,0,,,51,2638,,,,
05/21/2020,54,Glastonbury,258,,,748,68,,,1049,3041,,,,
05/21/2020,55,Goshen,8,,,278,0,,,90,3126,,,,
05/21/2020,56,Granby,21,,,185,1,,,217,1908,,,,
05/21/2020,57,Greenwich,767,,,1223,46,,,2644,4215,,,,
05/21/2020,58,Griswold,20,,,173,2,,,375,3235,,,,
05/21/2020,59,Groton,106,,,274,19,,,1495,3864,,,,
05/21/2020,60,Guilford,94,,,423,10,,,718,3232,,,,
05/21/2020,61,Haddam,26,,,316,1,,,193,2347,,,,
05/21/2020,62,Hamden,900,,,1477,99,,,3356,5507,,,,
05/21/2020,63,Hampton,2,,,108,0,,,50,2698,,,,
05/21/2020,64,Hartford,2073,,,1691,146,,,5240,4275,,,,
05/21/2020,65,Hartland,6,,,283,0,,,30,1415,,,,
05/21/2020,66,Harwinton,27,,,497,2,,,152,2799,,,,
05/21/2020,67,Hebron,21,,,221,2,,,204,2151,,,,
05/21/2020,68,Kent,7,,,251,0,,,85,3052,,,,
05/21/2020,69,Killingly,26,,,150,0,,,537,3106,,,,
05/21/2020,70,Killingworth,13,,,204,3,,,182,2857,,,,
05/21/2020,71,Lebanon,24,,,333,1,,,177,2456,,,,
05/21/2020,72,Ledyard,19,,,129,1,,,711,4825,,,,
05/21/2020,73,Lisbon,5,,,118,0,,,113,2660,,,,
05/21/2020,74,Litchfield,35,,,431,3,,,261,3212,,,,
05/21/2020,75,Lyme,4,,,171,0,,,51,2181,,,,
05/21/2020,76,Madison,131,,,724,22,,,659,3640,,,,
05/21/2020,77,Manchester,589,,,1021,74,,,2064,3577,,,,
05/21/2020,78,Mansfield,27,,,105,2,,,223,864,,,,
05/21/2020,79,Marlborough,52,,,818,3,,,193,3036,,,,
05/21/2020,80,Meriden,698,,,1172,56,,,2824,4743,,,,
05/21/2020,81,Middlebury,44,,,569,3,,,245,3169,,,,
05/21/2020,82,Middlefield,15,,,342,0,,,122,2785,,,,
05/21/2020,83,Middletown,521,,,1129,73,,,1985,4302,,,,
05/21/2020,84,Milford,593,,,1085,70,,,2502,4577,,,,
05/21/2020,85,Monroe,103,,,529,6,,,607,3118,,,,
05/21/2020,86,Montville,110,,,588,0,,,743,3970,,,,
05/21/2020,87,Morris,15,,,663,0,,,60,2653,,,,
05/21/2020,88,Naugatuck,342,,,1093,25,,,1336,4270,,,,
05/21/2020,89,New Britain,871,,,1202,71,,,2857,3943,,,,
05/21/2020,90,New Canaan,166,,,821,29,,,882,4364,,,,
05/21/2020,91,New Fairfield,106,,,764,2,,,575,4144,,,,
05/21/2020,92,New Hartford,24,,,359,2,,,139,2079,,,,
05/21/2020,93,New Haven,2303,,,1766,94,,,8651,6633,,,,
05/21/2020,95,New London,136,,,505,2,,,1115,4139,,,,
05/21/2020,96,New Milford,262,,,971,21,,,1347,4994,,,,
05/21/2020,94,Newington,333,,,1106,46,,,1250,4151,,,,
05/21/2020,97,Newtown,207,,,745,22,,,1216,4378,,,,
05/21/2020,98,Norfolk,9,,,549,0,,,30,1829,,,,
05/21/2020,99,North Branford,80,,,565,4,,,512,3616,,,,
05/21/2020,100,North Canaan,5,,,154,1,,,71,2182,,,,
05/21/2020,101,North Haven,218,,,920,19,,,1106,4668,,,,
05/21/2020,102,North Stonington,10,,,191,1,,,176,3357,,,,
05/21/2020,103,Norwalk,1942,,,2181,119,,,5512,6190,,,,
05/21/2020,104,Norwich,85,,,217,3,,,1216,3107,,,,
05/21/2020,105,Old Lyme,17,,,231,1,,,252,3421,,,,
05/21/2020,106,Old Saybrook,33,,,327,0,,,316,3133,,,,
05/21/2020,107,Orange,113,,,810,8,,,586,4201,,,,
05/21/2020,108,Oxford,78,,,590,6,,,451,3410,,,,
05/21/2020,109,Plainfield,30,,,198,1,,,482,3177,,,,
05/21/2020,110,Plainville,132,,,749,17,,,645,3660,,,,
05/21/2020,111,Plymouth,64,,,550,1,,,359,3083,,,,
05/21/2020,112,Pomfret,13,,,309,0,,,117,2783,,,,
05/21/2020,113,Portland,56,,,602,15,,,254,2730,,,,
05/21/2020,114,Preston,10,,,216,0,,,199,4291,,,,
05/21/2020,115,Prospect,52,,,531,0,,,268,2737,,,,
05/21/2020,116,Putnam,25,,,266,1,,,309,3289,,,,
05/21/2020,117,Redding,68,,,745,8,,,335,3671,,,,
05/21/2020,118,Ridgefield,199,,,796,41,,,1310,5238,,,,
05/21/2020,119,Rocky Hill,368,,,1827,76,,,981,4870,,,,
05/21/2020,120,Roxbury,6,,,278,1,,,69,3194,,,,
05/21/2020,121,Salem,4,,,97,0,,,162,3929,,,,
05/21/2020,122,Salisbury,10,,,278,0,,,64,1779,,,,
05/21/2020,123,Scotland,0,,,0,0,,,16,950,,,,
05/21/2020,124,Seymour,211,,,1278,38,,,806,4882,,,,
05/21/2020,125,Sharon,16,,,592,0,,,156,5771,,,,
05/21/2020,126,Shelton,533,,,1297,127,,,1794,4365,,,,
05/21/2020,127,Sherman,14,,,387,2,,,123,3403,,,,
05/21/2020,128,Simsbury,108,,,432,12,,,568,2274,,,,
05/21/2020,129,Somers,279,,,2575,4,,,868,8012,,,,
05/21/2020,132,South Windsor,134,,,514,28,,,627,2407,,,,
05/21/2020,130,Southbury,162,,,824,33,,,1274,6481,,,,
05/21/2020,131,Southington,288,,,657,25,,,1405,3207,,,,
05/21/2020,133,Sprague,3,,,104,0,,,124,4292,,,,
05/21/2020,134,Stafford,95,,,799,17,,,321,2701,,,,
05/21/2020,135,Stamford,3066,,,2363,181,,,7734,5960,,,,
05/21/2020,136,Sterling,2,,,53,0,,,79,2090,,,,
05/21/2020,137,Stonington,30,,,163,2,,,705,3821,,,,
05/21/2020,138,Stratford,743,,,1430,67,,,2750,5292,,,,
05/21/2020,139,Suffield,113,,,718,18,,,333,2115,,,,
05/21/2020,140,Thomaston,53,,,701,0,,,238,3148,,,,
05/21/2020,141,Thompson,29,,,309,2,,,203,2161,,,,
05/21/2020,142,Tolland,47,,,321,4,,,292,1992,,,,
05/21/2020,143,Torrington,461,,,1347,76,,,1472,4301,,,,
05/21/2020,144,Trumbull,500,,,1397,95,,,1600,4469,,,,
05/21/2020,145,Union,4,,,476,0,,,14,1667,,,,
05/21/2020,146,Vernon,171,,,584,18,,,810,2764,,,,
05/21/2020,147,Voluntown,9,,,355,1,,,81,3195,,,,
05/21/2020,148,Wallingford,411,,,923,55,,,1911,4291,,,,
05/21/2020,149,Warren,4,,,286,0,,,16,1144,,,,
05/21/2020,150,Washington,20,,,582,2,,,225,6552,,,,
05/21/2020,151,Waterbury,1798,,,1663,148,,,4945,4575,,,,
05/21/2020,152,Waterford,149,,,789,16,,,970,5136,,,,
05/21/2020,153,Watertown,135,,,624,6,,,729,3369,,,,
05/21/2020,155,West Hartford,527,,,837,91,,,2007,3189,,,,
05/21/2020,156,West Haven,989,,,1802,60,,,3458,6301,,,,
05/21/2020,154,Westbrook,24,,,347,1,,,208,3008,,,,
05/21/2020,157,Weston,61,,,595,1,,,418,4079,,,,
05/21/2020,158,Westport,279,,,992,21,,,1380,4908,,,,
05/21/2020,159,Wethersfield,229,,,878,9,,,864,3313,,,,
05/21/2020,160,Willington,12,,,204,0,,,103,1750,,,,
05/21/2020,161,Wilton,202,,,1098,37,,,763,4147,,,,
05/21/2020,162,Winchester,51,,,479,3,,,315,2956,,,,
05/21/2020,163,Windham,152,,,615,10,,,632,2558,,,,
05/21/2020,164,Windsor,507,,,1763,94,,,1131,3933,,,,
05/21/2020,165,Windsor Locks,98,,,761,16,,,369,2866,,,,
05/21/2020,166,Wolcott,94,,,565,8,,,465,2793,,,,
05/21/2020,167,Woodbridge,125,,,1420,28,,,424,4815,,,,
05/21/2020,168,Woodbury,40,,,419,2,,,312,3271,,,,
05/21/2020,169,Woodstock,13,,,165,0,,,186,2366,,,,
05/22/2020,1,Andover,10,,,310,0,,,69,2136,,,,
05/22/2020,2,Ansonia,252,,,1346,5,,,985,5261,,,,
05/22/2020,3,Ashford,15,,,352,0,,,99,2323,,,,
05/22/2020,4,Avon,105,,,574,16,,,488,2666,,,,
05/22/2020,5,Barkhamsted,24,,,662,0,,,94,2594,,,,
05/22/2020,6,Beacon Falls,45,,,728,0,,,223,3607,,,,
05/22/2020,7,Berlin,135,,,661,15,,,665,3255,,,,
05/22/2020,8,Bethany,32,,,584,0,,,225,4107,,,,
05/22/2020,9,Bethel,243,,,1233,24,,,1122,5691,,,,
05/22/2020,10,Bethlehem,10,,,292,1,,,92,2688,,,,
05/22/2020,11,Bloomfield,441,,,2070,76,,,1139,5347,,,,
05/22/2020,12,Bolton,20,,,409,3,,,102,2086,,,,
05/22/2020,13,Bozrah,8,,,315,0,,,85,3350,,,,
05/22/2020,14,Branford,319,,,1139,39,,,1558,5563,,,,
05/22/2020,15,Bridgeport,3152,,,2175,141,,,9156,6319,,,,
05/22/2020,16,Bridgewater,6,,,366,0,,,62,3778,,,,
05/22/2020,17,Bristol,517,,,861,65,,,2241,3733,,,,
05/22/2020,18,Brookfield,152,,,894,7,,,863,5076,,,,
05/22/2020,19,Brooklyn,19,,,229,0,,,228,2754,,,,
05/22/2020,20,Burlington,21,,,217,1,,,216,2235,,,,
05/22/2020,21,Canaan,0,,,0,0,,,21,1991,,,,
05/22/2020,22,Canterbury,11,,,216,0,,,146,2863,,,,
05/22/2020,23,Canton,79,,,769,24,,,258,2512,,,,
05/22/2020,24,Chaplin,3,,,133,0,,,63,2793,,,,
05/22/2020,25,Cheshire,171,,,586,21,,,982,3365,,,,
05/22/2020,26,Chester,46,,,1088,12,,,134,3169,,,,
05/22/2020,27,Clinton,51,,,394,2,,,441,3405,,,,
05/22/2020,28,Colchester,33,,,207,1,,,556,3489,,,,
05/22/2020,29,Colebrook,2,,,142,0,,,26,1851,,,,
05/22/2020,30,Columbia,19,,,353,0,,,137,2544,,,,
05/22/2020,31,Cornwall,4,,,292,0,,,52,3801,,,,
05/22/2020,32,Coventry,37,,,298,1,,,277,2231,,,,
05/22/2020,33,Cromwell,100,,,719,21,,,468,3366,,,,
05/22/2020,34,Danbury,1664,,,1964,110,,,5039,5947,,,,
05/22/2020,35,Darien,202,,,929,6,,,1031,4740,,,,
05/22/2020,36,Deep River,8,,,179,0,,,118,2644,,,,
05/22/2020,37,Derby,141,,,1127,2,,,688,5497,,,,
05/22/2020,38,Durham,29,,,403,2,,,246,3419,,,,
05/22/2020,40,East Granby,8,,,155,0,,,95,1846,,,,
05/22/2020,41,East Haddam,12,,,134,1,,,182,2025,,,,
05/22/2020,42,East Hampton,41,,,319,3,,,336,2614,,,,
05/22/2020,43,East Hartford,719,,,1438,81,,,2057,4114,,,,
05/22/2020,44,East Haven,376,,,1310,34,,,1768,6160,,,,
05/22/2020,45,East Lyme,127,,,681,22,,,838,4495,,,,
05/22/2020,47,East Windsor,142,,,1248,25,,,450,3956,,,,
05/22/2020,39,Eastford,8,,,447,0,,,40,2235,,,,
05/22/2020,46,Easton,31,,,412,1,,,243,3233,,,,
05/22/2020,48,Ellington,55,,,337,4,,,360,2209,,,,
05/22/2020,49,Enfield,410,,,922,23,,,1412,3175,,,,
05/22/2020,50,Essex,20,,,300,1,,,183,2742,,,,
05/22/2020,51,Fairfield,562,,,907,108,,,2129,3437,,,,
05/22/2020,52,Farmington,189,,,741,31,,,755,2960,,,,
05/22/2020,53,Franklin,4,,,207,0,,,53,2742,,,,
05/22/2020,54,Glastonbury,259,,,751,71,,,1068,3096,,,,
05/22/2020,55,Goshen,8,,,278,0,,,90,3126,,,,
05/22/2020,56,Granby,21,,,185,1,,,219,1925,,,,
05/22/2020,57,Greenwich,769,,,1226,46,,,2683,4277,,,,
05/22/2020,58,Griswold,20,,,173,2,,,399,3442,,,,
05/22/2020,59,Groton,107,,,277,19,,,1526,3944,,,,
05/22/2020,60,Guilford,93,,,419,10,,,746,3358,,,,
05/22/2020,61,Haddam,26,,,316,1,,,197,2396,,,,
05/22/2020,62,Hamden,905,,,1485,102,,,3476,5704,,,,
05/22/2020,63,Hampton,2,,,108,0,,,52,2806,,,,
05/22/2020,64,Hartford,2087,,,1702,147,,,5406,4410,,,,
05/22/2020,65,Hartland,6,,,283,0,,,31,1462,,,,
05/22/2020,66,Harwinton,28,,,516,2,,,156,2873,,,,
05/22/2020,67,Hebron,21,,,221,2,,,214,2257,,,,
05/22/2020,68,Kent,7,,,251,0,,,87,3124,,,,
05/22/2020,69,Killingly,26,,,150,0,,,545,3153,,,,
05/22/2020,70,Killingworth,13,,,204,3,,,192,3014,,,,
05/22/2020,71,Lebanon,23,,,319,1,,,182,2525,,,,
05/22/2020,72,Ledyard,19,,,129,1,,,729,4947,,,,
05/22/2020,73,Lisbon,5,,,118,0,,,118,2778,,,,
05/22/2020,74,Litchfield,35,,,431,3,,,273,3359,,,,
05/22/2020,75,Lyme,4,,,171,0,,,55,2352,,,,
05/22/2020,76,Madison,134,,,740,22,,,685,3783,,,,
05/22/2020,77,Manchester,592,,,1026,78,,,2109,3655,,,,
05/22/2020,78,Mansfield,27,,,105,2,,,236,914,,,,
05/22/2020,79,Marlborough,54,,,849,3,,,201,3161,,,,
05/22/2020,80,Meriden,710,,,1192,56,,,2942,4941,,,,
05/22/2020,81,Middlebury,45,,,582,3,,,253,3273,,,,
05/22/2020,82,Middlefield,15,,,342,0,,,126,2877,,,,
05/22/2020,83,Middletown,524,,,1136,74,,,2097,4544,,,,
05/22/2020,84,Milford,597,,,1092,70,,,2576,4713,,,,
05/22/2020,85,Monroe,104,,,534,6,,,625,3210,,,,
05/22/2020,86,Montville,158,,,844,0,,,992,5300,,,,
05/22/2020,87,Morris,15,,,663,0,,,62,2741,,,,
05/22/2020,88,Naugatuck,345,,,1103,25,,,1356,4334,,,,
05/22/2020,89,New Britain,874,,,1206,73,,,2966,4094,,,,
05/22/2020,90,New Canaan,166,,,821,29,,,895,4428,,,,
05/22/2020,91,New Fairfield,106,,,764,2,,,585,4216,,,,
05/22/2020,92,New Hartford,24,,,359,2,,,142,2124,,,,
05/22/2020,93,New Haven,2319,,,1778,96,,,8957,6868,,,,
05/22/2020,95,New London,139,,,516,2,,,1163,4317,,,,
05/22/2020,96,New Milford,262,,,971,21,,,1374,5094,,,,
05/22/2020,94,Newington,334,,,1109,46,,,1290,4284,,,,
05/22/2020,97,Newtown,208,,,749,22,,,1242,4472,,,,
05/22/2020,98,Norfolk,9,,,549,0,,,31,1890,,,,
05/22/2020,99,North Branford,81,,,572,4,,,537,3793,,,,
05/22/2020,100,North Canaan,5,,,154,1,,,72,2213,,,,
05/22/2020,101,North Haven,218,,,920,19,,,1152,4863,,,,
05/22/2020,102,North Stonington,10,,,191,1,,,177,3376,,,,
05/22/2020,103,Norwalk,1947,,,2186,119,,,5595,6283,,,,
05/22/2020,104,Norwich,87,,,222,3,,,1292,3301,,,,
05/22/2020,105,Old Lyme,18,,,244,1,,,260,3530,,,,
05/22/2020,106,Old Saybrook,33,,,327,0,,,321,3182,,,,
05/22/2020,107,Orange,112,,,803,9,,,596,4273,,,,
05/22/2020,108,Oxford,77,,,582,6,,,452,3418,,,,
05/22/2020,109,Plainfield,30,,,198,1,,,498,3282,,,,
05/22/2020,110,Plainville,134,,,760,17,,,680,3859,,,,
05/22/2020,111,Plymouth,64,,,550,1,,,363,3117,,,,
05/22/2020,112,Pomfret,13,,,309,0,,,119,2831,,,,
05/22/2020,113,Portland,57,,,613,15,,,262,2816,,,,
05/22/2020,114,Preston,10,,,216,0,,,208,4485,,,,
05/22/2020,115,Prospect,53,,,541,0,,,277,2829,,,,
05/22/2020,116,Putnam,25,,,266,1,,,314,3342,,,,
05/22/2020,117,Redding,70,,,767,8,,,348,3814,,,,
05/22/2020,118,Ridgefield,202,,,808,42,,,1334,5334,,,,
05/22/2020,119,Rocky Hill,373,,,1852,77,,,1001,4969,,,,
05/22/2020,120,Roxbury,6,,,278,1,,,72,3333,,,,
05/22/2020,121,Salem,4,,,97,0,,,167,4050,,,,
05/22/2020,122,Salisbury,11,,,306,0,,,66,1834,,,,
05/22/2020,123,Scotland,0,,,0,0,,,17,1009,,,,
05/22/2020,124,Seymour,211,,,1278,38,,,826,5003,,,,
05/22/2020,125,Sharon,16,,,592,0,,,147,5438,,,,
05/22/2020,126,Shelton,536,,,1304,129,,,1839,4475,,,,
05/22/2020,127,Sherman,14,,,387,2,,,126,3486,,,,
05/22/2020,128,Simsbury,109,,,436,12,,,605,2422,,,,
05/22/2020,129,Somers,279,,,2575,4,,,874,8067,,,,
05/22/2020,132,South Windsor,136,,,522,28,,,650,2495,,,,
05/22/2020,130,Southbury,163,,,829,33,,,1295,6588,,,,
05/22/2020,131,Southington,293,,,669,24,,,1453,3317,,,,
05/22/2020,133,Sprague,4,,,138,0,,,134,4638,,,,
05/22/2020,134,Stafford,97,,,816,17,,,333,2802,,,,
05/22/2020,135,Stamford,3068,,,2364,184,,,7777,5993,,,,
05/22/2020,136,Sterling,2,,,53,0,,,80,2116,,,,
05/22/2020,137,Stonington,32,,,173,2,,,726,3935,,,,
05/22/2020,138,Stratford,750,,,1443,67,,,2808,5403,,,,
05/22/2020,139,Suffield,112,,,711,18,,,343,2179,,,,
05/22/2020,140,Thomaston,53,,,701,0,,,246,3254,,,,
05/22/2020,141,Thompson,30,,,319,2,,,208,2214,,,,
05/22/2020,142,Tolland,47,,,321,4,,,301,2054,,,,
05/22/2020,143,Torrington,464,,,1356,77,,,1515,4426,,,,
05/22/2020,144,Trumbull,501,,,1399,95,,,1632,4558,,,,
05/22/2020,145,Union,4,,,476,0,,,15,1786,,,,
05/22/2020,146,Vernon,171,,,584,18,,,833,2843,,,,
05/22/2020,147,Voluntown,9,,,355,1,,,82,3235,,,,
05/22/2020,148,Wallingford,415,,,932,58,,,1973,4430,,,,
05/22/2020,149,Warren,4,,,286,0,,,16,1144,,,,
05/22/2020,150,Washington,20,,,582,2,,,225,6552,,,,
05/22/2020,151,Waterbury,1810,,,1674,149,,,5043,4665,,,,
05/22/2020,152,Waterford,149,,,789,16,,,992,5252,,,,
05/22/2020,153,Watertown,135,,,624,6,,,743,3433,,,,
05/22/2020,155,West Hartford,550,,,874,96,,,2117,3364,,,,
05/22/2020,156,West Haven,1003,,,1828,60,,,3570,6505,,,,
05/22/2020,154,Westbrook,24,,,347,1,,,213,3081,,,,
05/22/2020,157,Weston,61,,,595,1,,,422,4118,,,,
05/22/2020,158,Westport,280,,,996,22,,,1400,4980,,,,
